Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Aarón Escandell,es,GK,0,Las Palmas,La Liga,27.0,1995.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,86.0,74.4,1579.0,1172.0,15.0,15.0,100.0,29.0,29.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aarón Martín,es,DF,FW,Genoa,Serie A,27.0,1997.0,15.0,15.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.7,0.9,26.0,35.0,63.0,0.15,0.14,33.0,24.0,202.0,331.0,267.0,17.0,23.0,73.9,6.0,14.0,5.0,9.0,8.0,41.0,29.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,216.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3.32,24.0,18.0,2.0,2.0,0.0,3.0,0.21,431.0,619.0,69.6,7748.0,2727.0,195.0,216.0,90.3,169.0,227.0,74.4,1.7,-0.7,26.0,26.0,16.0,11.0,786.0,38.0,13.0,786.0,8.0,53.3,6.0,40.0,353.0,2178.0,1089.0,3.0,10.0,7.0,428.0,82.0,0.0,1.0,61.0,44.0,7.0,10.0,0.0,3.0,85.0,88.6,85.0,11.0,0.0,0.0,1.0,1.07,10.0,21.0,-11.0,-0.78,-0.78,13.0,20.8,-7.8,-0.55,2.0,40.0,0.73,0.29,0.0,0.0,24.3,0.04,-0.2,-0.2
Abakar Sylla,ci,DF,0,Strasbourg,Ligue 1,21.0,2002.0,11.0,8.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.4,0.0,72.0,2.0,0.19,0.08,19.0,10.0,355.0,149.0,20.0,11.0,12.0,91.7,4.0,12.0,7.0,5.0,7.0,26.0,29.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.42,2.0,0.0,0.0,0.0,0.0,1.0,0.14,1111.0,1266.0,87.8,19769.0,6698.0,436.0,473.0,92.2,567.0,618.0,91.7,0.2,-0.5,5.0,52.0,4.0,0.0,522.0,100.0,9.0,522.0,2.0,40.0,3.0,60.0,281.0,883.0,320.0,0.0,3.0,3.0,323.0,42.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,59.0,48.1,75.0,5.0,3.0,16.0,2.0,1.18,12.0,19.0,-7.0,-0.97,-1.61,9.9,15.5,-5.7,-0.79,1.0,20.0,0.93,0.19,0.2,1.0,9.0,0.08,0.6,0.6
Abdallah Sima,sn,FW,MF,Brest,Ligue 1,23.0,2001.0,10.0,4.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,17.0,7.0,28.0,0.38,0.21,3.0,3.0,26.0,60.0,87.0,2.0,4.0,50.0,2.0,6.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.97,5.0,0.0,0.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,170.0,4.0,21.0,170.0,4.0,40.0,6.0,60.0,107.0,791.0,303.0,8.0,19.0,7.0,120.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,41.0,30.5,64.0,0.0,6.0,26.0,0.0,1.2,8.0,9.0,-1.0,-0.22,-0.03,5.4,8.7,-3.3,-0.72,3.0,50.0,2.31,1.15,0.0,0.0,16.0,0.05,-0.3,-0.3
Abde Ezzalzouli,ma,FW,MF,Barcelona,La Liga,21.0,2001.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,62.2,289.0,83.0,18.0,23.0,78.3,4.0,8.0,50.0,0.0,-0.1,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abde Ezzalzouli,ma,FW,MF,Betis,La Liga,23.0,2001.0,17.0,14.0,13.4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.9,3.1,0.5,3.6,76.0,29.0,129.0,0.13,0.59,23.0,15.0,76.0,262.0,366.0,10.0,17.0,58.8,11.0,23.0,3.0,13.0,5.0,28.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,215.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.2,27.0,0.0,7.0,3.0,1.0,3.0,0.22,232.0,353.0,65.7,2777.0,769.0,159.0,204.0,77.9,51.0,77.0,66.2,0.5,-0.3,4.0,52.0,9.0,1.0,686.0,7.0,96.0,685.0,36.0,50.0,26.0,36.1,437.0,3233.0,1952.0,36.0,38.0,33.0,505.0,14.0,0.0,1.0,17.0,11.0,0.0,0.0,0.0,1.0,71.0,79.1,80.0,2.0,3.0,30.0,0.0,1.41,16.0,18.0,-2.0,-0.15,-0.43,21.1,18.6,2.5,0.19,9.0,39.1,3.1,1.21,0.04,0.11,14.2,0.14,-2.9,-2.1
Abdel Abqar,ma,DF,0,Alavés,La Liga,25.0,1999.0,16.0,16.0,25.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,11.0,49.0,3.0,0.12,0.05,23.0,14.0,332.0,291.0,36.0,11.0,17.0,64.7,6.0,15.0,10.0,5.0,24.0,47.0,73.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.1,11.0,0.0,0.0,1.0,2.0,3.0,0.21,553.0,762.0,72.6,12370.0,4872.0,141.0,164.0,86.0,302.0,339.0,89.1,0.2,-0.2,3.0,61.0,2.0,0.0,654.0,89.0,10.0,654.0,1.0,50.0,1.0,50.0,313.0,2031.0,1177.0,0.0,10.0,1.0,320.0,14.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,82.0,85.5,82.0,12.0,0.0,0.0,0.0,1.0,16.0,25.0,-9.0,-0.62,-0.62,14.8,19.5,-4.8,-0.33,0.0,0.0,0.47,0.0,0.0,0.0,7.9,0.08,-0.3,-0.3
Abdellah Baallal,ma,MF,0,Clermont Foot,Ligue 1,18.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,40.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdellah Raihani,ma,FW,0,Atlético Madrid,La Liga,19.0,2004.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdenego Nankishi,de,FW,0,Werder Bremen,Bundesliga,22.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abderrahman Rebbach,dz,FW,MF,Alavés,La Liga,26.0,1998.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.8,0.2,16.0,14.0,34.0,0.0,0.1,3.0,2.0,27.0,62.0,85.0,0.0,6.0,0.0,6.0,4.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.34,7.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,225.0,55.1,2213.0,845.0,63.0,84.0,75.0,40.0,67.0,59.7,1.7,-1.8,18.0,12.0,6.0,3.0,173.0,4.0,18.0,173.0,3.0,21.4,9.0,64.3,103.0,674.0,389.0,7.0,9.0,5.0,107.0,10.0,0.0,1.0,11.0,2.0,4.0,0.0,0.0,0.0,48.0,25.2,75.0,1.0,4.0,22.0,8.0,1.25,6.0,7.0,-1.0,-0.23,0.4,4.3,5.7,-1.4,-0.32,0.0,0.0,0.81,0.0,0.0,0.0,15.7,0.05,-0.1,-0.1
